v1, v2, dup lines, v1_lines, v2_lines
1.9.1, 3.1.1, 556, 5290, 6095
1.9.1, 3.2.0, 541, 5290, 6117
1.9.1, 3.2.1, 541, 5290, 6117
1.9.1, 3.3.0, 511, 5290, 6235
1.9.1, 3.3.1, 511, 5290, 6235
1.9.1, 3.4.0, 511, 5290, 6352
1.9.1, 3.4.1, 511, 5290, 6357
2.0.0, 1.10.0, 642, 4804, 5322
2.0.0, 1.10.1, 642, 4804, 5318
2.0.0, 1.10.2, 642, 4804, 5325
2.0.0, 1.11.0, 623, 4804, 15110
2.0.0, 1.11.1, 623, 4804, 15088
2.0.0, 1.11.2, 623, 4804, 15107
2.0.0, 1.11.3, 623, 4804, 15107
2.0.0, 1.12.0, 555, 4804, 6336
2.0.0, 1.12.1, 555, 4804, 6335
2.0.0, 1.12.2, 555, 4804, 6328
2.0.0, 1.12.3, 555, 4804, 6323
2.0.0, 1.12.4, 555, 4804, 6323
2.0.0, 1.4, 0, 4804, 3296
2.0.0, 1.4.0, 0, 4804, 3296
2.0.0, 1.4.1, 27, 4804, 3349
2.0.0, 1.4.2, 27, 4804, 3455
2.0.0, 1.4.3, 77, 4804, 3790
2.0.0, 1.4.4, 87, 4804, 3890
2.0.0, 1.5, 104, 4804, 4379
2.0.0, 1.5.0, 104, 4804, 4379
2.0.0, 1.5.1, 148, 4804, 4447
2.0.0, 1.5.2, 148, 4804, 4479
2.0.0, 1.6, 148, 4804, 4867
2.0.0, 1.6.0, 148, 4804, 4867
2.0.0, 1.6.1, 148, 4804, 4914
2.0.0, 1.6.2, 148, 4804, 4950
2.0.0, 1.6.3, 200, 4804, 5204
2.0.0, 1.6.4, 200, 4804, 5204
2.0.0, 1.7, 220, 4804, 5398
2.0.0, 1.7.0, 220, 4804, 5398
2.0.0, 1.7.1, 237, 4804, 5373
2.0.0, 1.7.2, 242, 4804, 5473
2.0.0, 1.8.0, 552, 4804, 5314
2.0.0, 1.8.1, 589, 4804, 5319
2.0.0, 1.8.2, 585, 4804, 5323
2.0.0, 1.8.3, 598, 4804, 5335
2.0.0, 1.9.0, 666, 4804, 5269
2.0.0, 1.9.1, 642, 4804, 5290
2.0.0, 2.0.0, 682, 4804, 4804
2.0.0, 2.0.1, 682, 4804, 4825
2.0.0, 2.0.2, 682, 4804, 4819
2.0.0, 2.0.3, 682, 4804, 4829
2.0.0, 2.1.0, 650, 4804, 14476
2.0.0, 2.1.1, 650, 4804, 14525
2.0.0, 2.1.2, 650, 4804, 14536
2.0.0, 2.1.3, 650, 4804, 14536
2.0.0, 2.1.4, 650, 4804, 14536
2.0.0, 2.2.0, 579, 4804, 5749
2.0.0, 2.2.1, 579, 4804, 5747
2.0.0, 2.2.2, 579, 4804, 5749
2.0.0, 2.2.3, 579, 4804, 5749
2.0.0, 2.2.4, 579, 4804, 5742
2.0.0, 3.0.0, 538, 4804, 6013
2.0.0, 3.1.0, 538, 4804, 6034
2.0.0, 3.1.1, 518, 4804, 6095
2.0.0, 3.2.0, 542, 4804, 6117
2.0.0, 3.2.1, 542, 4804, 6117
2.0.0, 3.3.0, 528, 4804, 6235
2.0.0, 3.3.1, 528, 4804, 6235
2.0.0, 3.4.0, 512, 4804, 6352
2.0.0, 3.4.1, 512, 4804, 6357
2.0.1, 1.10.0, 682, 4825, 5322
2.0.1, 1.10.1, 682, 4825, 5318
2.0.1, 1.10.2, 682, 4825, 5325
2.0.1, 1.11.0, 673, 4825, 15110
2.0.1, 1.11.1, 673, 4825, 15088
2.0.1, 1.11.2, 673, 4825, 15107
2.0.1, 1.11.3, 673, 4825, 15107
2.0.1, 1.12.0, 612, 4825, 6336
2.0.1, 1.12.1, 612, 4825, 6335
2.0.1, 1.12.2, 614, 4825, 6328
2.0.1, 1.12.3, 614, 4825, 6323
2.0.1, 1.12.4, 614, 4825, 6323
2.0.1, 1.4, 0, 4825, 3296
2.0.1, 1.4.0, 0, 4825, 3296
2.0.1, 1.4.1, 27, 4825, 3349
2.0.1, 1.4.2, 27, 4825, 3455
2.0.1, 1.4.3, 58, 4825, 3790
2.0.1, 1.4.4, 68, 4825, 3890
2.0.1, 1.5, 85, 4825, 4379
2.0.1, 1.5.0, 85, 4825, 4379
2.0.1, 1.5.1, 129, 4825, 4447
2.0.1, 1.5.2, 129, 4825, 4479
2.0.1, 1.6, 129, 4825, 4867
2.0.1, 1.6.0, 129, 4825, 4867
2.0.1, 1.6.1, 129, 4825, 4914
2.0.1, 1.6.2, 129, 4825, 4950
2.0.1, 1.6.3, 189, 4825, 5204
2.0.1, 1.6.4, 189, 4825, 5204
2.0.1, 1.7, 212, 4825, 5398
2.0.1, 1.7.0, 212, 4825, 5398
2.0.1, 1.7.1, 229, 4825, 5373
2.0.1, 1.7.2, 251, 4825, 5473
2.0.1, 1.8.0, 523, 4825, 5314
2.0.1, 1.8.1, 564, 4825, 5319
2.0.1, 1.8.2, 563, 4825, 5323
2.0.1, 1.8.3, 566, 4825, 5335
2.0.1, 1.9.0, 676, 4825, 5269
2.0.1, 1.9.1, 658, 4825, 5290
2.0.1, 2.0.0, 675, 4825, 4804
2.0.1, 2.0.1, 700, 4825, 4825
2.0.1, 2.0.2, 700, 4825, 4819
2.0.1, 2.0.3, 700, 4825, 4829
2.0.1, 2.1.0, 679, 4825, 14476
2.0.1, 2.1.1, 679, 4825, 14525
2.0.1, 2.1.2, 679, 4825, 14536
2.0.1, 2.1.3, 679, 4825, 14536
2.0.1, 2.1.4, 679, 4825, 14536
2.0.1, 2.2.0, 623, 4825, 5749
2.0.1, 2.2.1, 623, 4825, 5747
2.0.1, 2.2.2, 625, 4825, 5749
2.0.1, 2.2.3, 625, 4825, 5749
2.0.1, 2.2.4, 625, 4825, 5742
2.0.1, 3.0.0, 621, 4825, 6013
2.0.1, 3.1.0, 621, 4825, 6034
2.0.1, 3.1.1, 616, 4825, 6095
2.0.1, 3.2.0, 611, 4825, 6117
2.0.1, 3.2.1, 611, 4825, 6117
2.0.1, 3.3.0, 594, 4825, 6235
2.0.1, 3.3.1, 594, 4825, 6235
2.0.1, 3.4.0, 590, 4825, 6352
2.0.1, 3.4.1, 590, 4825, 6357
2.0.2, 1.10.0, 676, 4819, 5322
2.0.2, 1.10.1, 676, 4819, 5318
2.0.2, 1.10.2, 676, 4819, 5325
2.0.2, 1.11.0, 666, 4819, 15110
2.0.2, 1.11.1, 666, 4819, 15088
2.0.2, 1.11.2, 666, 4819, 15107
2.0.2, 1.11.3, 666, 4819, 15107
2.0.2, 1.12.0, 607, 4819, 6336
2.0.2, 1.12.1, 607, 4819, 6335
2.0.2, 1.12.2, 609, 4819, 6328
2.0.2, 1.12.3, 609, 4819, 6323
2.0.2, 1.12.4, 609, 4819, 6323
2.0.2, 1.4, 0, 4819, 3296
2.0.2, 1.4.0, 0, 4819, 3296
2.0.2, 1.4.1, 27, 4819, 3349
2.0.2, 1.4.2, 27, 4819, 3455
2.0.2, 1.4.3, 58, 4819, 3790
2.0.2, 1.4.4, 68, 4819, 3890
2.0.2, 1.5, 85, 4819, 4379
2.0.2, 1.5.0, 85, 4819, 4379
2.0.2, 1.5.1, 133, 4819, 4447
2.0.2, 1.5.2, 133, 4819, 4479
2.0.2, 1.6, 133, 4819, 4867
2.0.2, 1.6.0, 133, 4819, 4867
2.0.2, 1.6.1, 133, 4819, 4914
2.0.2, 1.6.2, 133, 4819, 4950
2.0.2, 1.6.3, 185, 4819, 5204
2.0.2, 1.6.4, 185, 4819, 5204
2.0.2, 1.7, 207, 4819, 5398
2.0.2, 1.7.0, 207, 4819, 5398
2.0.2, 1.7.1, 224, 4819, 5373
2.0.2, 1.7.2, 246, 4819, 5473
2.0.2, 1.8.0, 516, 4819, 5314
2.0.2, 1.8.1, 559, 4819, 5319
2.0.2, 1.8.2, 558, 4819, 5323
2.0.2, 1.8.3, 561, 4819, 5335
2.0.2, 1.9.0, 671, 4819, 5269
2.0.2, 1.9.1, 654, 4819, 5290
2.0.2, 2.0.0, 674, 4819, 4804
2.0.2, 2.0.1, 705, 4819, 4825
2.0.2, 2.0.2, 705, 4819, 4819
2.0.2, 2.0.3, 705, 4819, 4829
2.0.2, 2.1.0, 684, 4819, 14476
2.0.2, 2.1.1, 684, 4819, 14525
2.0.2, 2.1.2, 684, 4819, 14536
2.0.2, 2.1.3, 684, 4819, 14536
2.0.2, 2.1.4, 684, 4819, 14536
2.0.2, 2.2.0, 616, 4819, 5749
2.0.2, 2.2.1, 616, 4819, 5747
2.0.2, 2.2.2, 618, 4819, 5749
2.0.2, 2.2.3, 618, 4819, 5749
2.0.2, 2.2.4, 618, 4819, 5742
2.0.2, 3.0.0, 608, 4819, 6013
2.0.2, 3.1.0, 608, 4819, 6034
2.0.2, 3.1.1, 605, 4819, 6095
2.0.2, 3.2.0, 601, 4819, 6117
2.0.2, 3.2.1, 601, 4819, 6117
2.0.2, 3.3.0, 586, 4819, 6235
2.0.2, 3.3.1, 586, 4819, 6235
2.0.2, 3.4.0, 578, 4819, 6352
2.0.2, 3.4.1, 578, 4819, 6357
2.0.3, 1.10.0, 666, 4829, 5322
2.0.3, 1.10.1, 666, 4829, 5318
2.0.3, 1.10.2, 666, 4829, 5325
2.0.3, 1.11.0, 650, 4829, 15110
2.0.3, 1.11.1, 650, 4829, 15088
2.0.3, 1.11.2, 650, 4829, 15107
2.0.3, 1.11.3, 650, 4829, 15107
2.0.3, 1.12.0, 610, 4829, 6336
2.0.3, 1.12.1, 610, 4829, 6335
2.0.3, 1.12.2, 612, 4829, 6328
2.0.3, 1.12.3, 612, 4829, 6323
2.0.3, 1.12.4, 612, 4829, 6323
2.0.3, 1.4, 0, 4829, 3296
2.0.3, 1.4.0, 0, 4829, 3296
2.0.3, 1.4.1, 27, 4829, 3349
2.0.3, 1.4.2, 27, 4829, 3455
2.0.3, 1.4.3, 58, 4829, 3790
2.0.3, 1.4.4, 68, 4829, 3890
2.0.3, 1.5, 132, 4829, 4379
2.0.3, 1.5.0, 132, 4829, 4379
2.0.3, 1.5.1, 183, 4829, 4447
2.0.3, 1.5.2, 183, 4829, 4479
2.0.3, 1.6, 183, 4829, 4867
2.0.3, 1.6.0, 183, 4829, 4867
2.0.3, 1.6.1, 183, 4829, 4914
2.0.3, 1.6.2, 183, 4829, 4950
2.0.3, 1.6.3, 235, 4829, 5204
2.0.3, 1.6.4, 235, 4829, 5204
2.0.3, 1.7, 252, 4829, 5398
2.0.3, 1.7.0, 252, 4829, 5398
2.0.3, 1.7.1, 253, 4829, 5373
2.0.3, 1.7.2, 275, 4829, 5473
2.0.3, 1.8.0, 545, 4829, 5314
2.0.3, 1.8.1, 583, 4829, 5319
2.0.3, 1.8.2, 582, 4829, 5323
2.0.3, 1.8.3, 590, 4829, 5335
2.0.3, 1.9.0, 666, 4829, 5269
2.0.3, 1.9.1, 647, 4829, 5290
2.0.3, 2.0.0, 680, 4829, 4804
2.0.3, 2.0.1, 708, 4829, 4825
2.0.3, 2.0.2, 708, 4829, 4819
2.0.3, 2.0.3, 708, 4829, 4829
2.0.3, 2.1.0, 687, 4829, 14476
2.0.3, 2.1.1, 687, 4829, 14525
2.0.3, 2.1.2, 687, 4829, 14536
2.0.3, 2.1.3, 687, 4829, 14536
2.0.3, 2.1.4, 687, 4829, 14536
2.0.3, 2.2.0, 626, 4829, 5749
2.0.3, 2.2.1, 626, 4829, 5747
2.0.3, 2.2.2, 628, 4829, 5749
2.0.3, 2.2.3, 628, 4829, 5749
2.0.3, 2.2.4, 628, 4829, 5742
2.0.3, 3.0.0, 618, 4829, 6013
2.0.3, 3.1.0, 618, 4829, 6034
2.0.3, 3.1.1, 599, 4829, 6095
2.0.3, 3.2.0, 625, 4829, 6117
2.0.3, 3.2.1, 625, 4829, 6117
2.0.3, 3.3.0, 594, 4829, 6235
2.0.3, 3.3.1, 594, 4829, 6235
2.0.3, 3.4.0, 583, 4829, 6352
2.0.3, 3.4.1, 583, 4829, 6357
2.1.0, 1.10.0, 611, 14476, 5322
2.1.0, 1.10.1, 611, 14476, 5318
2.1.0, 1.10.2, 611, 14476, 5325
2.1.0, 1.11.0, 632, 14476, 15110
2.1.0, 1.11.1, 595, 14476, 15088
2.1.0, 1.11.2, 595, 14476, 15107
2.1.0, 1.11.3, 595, 14476, 15107
2.1.0, 1.12.0, 577, 14476, 6336
2.1.0, 1.12.1, 577, 14476, 6335
2.1.0, 1.12.2, 577, 14476, 6328
2.1.0, 1.12.3, 577, 14476, 6323
2.1.0, 1.12.4, 577, 14476, 6323
2.1.0, 1.4, 0, 14476, 3296
2.1.0, 1.4.0, 0, 14476, 3296
2.1.0, 1.4.1, 27, 14476, 3349
2.1.0, 1.4.2, 27, 14476, 3455
2.1.0, 1.4.3, 56, 14476, 3790
2.1.0, 1.4.4, 68, 14476, 3890
2.1.0, 1.5, 73, 14476, 4379
2.1.0, 1.5.0, 73, 14476, 4379
2.1.0, 1.5.1, 110, 14476, 4447
2.1.0, 1.5.2, 110, 14476, 4479
2.1.0, 1.6, 110, 14476, 4867
2.1.0, 1.6.0, 110, 14476, 4867
2.1.0, 1.6.1, 110, 14476, 4914
2.1.0, 1.6.2, 110, 14476, 4950
2.1.0, 1.6.3, 151, 14476, 5204
2.1.0, 1.6.4, 151, 14476, 5204
2.1.0, 1.7, 208, 14476, 5398
2.1.0, 1.7.0, 208, 14476, 5398
2.1.0, 1.7.1, 214, 14476, 5373
2.1.0, 1.7.2, 225, 14476, 5473
2.1.0, 1.8.0, 366, 14476, 5314
2.1.0, 1.8.1, 366, 14476, 5319
2.1.0, 1.8.2, 367, 14476, 5323
2.1.0, 1.8.3, 366, 14476, 5335
2.1.0, 1.9.0, 589, 14476, 5269
2.1.0, 1.9.1, 589, 14476, 5290
2.1.0, 2.0.0, 669, 14476, 4804
2.1.0, 2.0.1, 675, 14476, 4825
2.1.0, 2.0.2, 675, 14476, 4819
2.1.0, 2.0.3, 675, 14476, 4829
2.1.0, 2.1.0, 755, 14476, 14476
2.1.0, 2.1.1, 756, 14476, 14525
2.1.0, 2.1.2, 756, 14476, 14536
2.1.0, 2.1.3, 756, 14476, 14536
2.1.0, 2.1.4, 756, 14476, 14536
2.1.0, 2.2.0, 605, 14476, 5749
2.1.0, 2.2.1, 605, 14476, 5747
2.1.0, 2.2.2, 605, 14476, 5749
2.1.0, 2.2.3, 605, 14476, 5749
2.1.0, 2.2.4, 605, 14476, 5742
2.1.0, 3.0.0, 525, 14476, 6013
2.1.0, 3.1.0, 525, 14476, 6034
2.1.0, 3.1.1, 513, 14476, 6095
2.1.0, 3.2.0, 513, 14476, 6117
2.1.0, 3.2.1, 513, 14476, 6117
2.1.0, 3.3.0, 476, 14476, 6235
2.1.0, 3.3.1, 476, 14476, 6235
2.1.0, 3.4.0, 458, 14476, 6352
2.1.0, 3.4.1, 458, 14476, 6357
2.1.1, 1.10.0, 590, 14525, 5322
2.1.1, 1.10.1, 590, 14525, 5318
2.1.1, 1.10.2, 590, 14525, 5325
2.1.1, 1.11.0, 615, 14525, 15110
2.1.1, 1.11.1, 655, 14525, 15088
2.1.1, 1.11.2, 655, 14525, 15107
2.1.1, 1.11.3, 649, 14525, 15107
2.1.1, 1.12.0, 586, 14525, 6336
2.1.1, 1.12.1, 586, 14525, 6335
2.1.1, 1.12.2, 586, 14525, 6328
2.1.1, 1.12.3, 586, 14525, 6323
2.1.1, 1.12.4, 586, 14525, 6323
2.1.1, 1.4, 0, 14525, 3296
2.1.1, 1.4.0, 0, 14525, 3296
2.1.1, 1.4.1, 27, 14525, 3349
2.1.1, 1.4.2, 27, 14525, 3455
2.1.1, 1.4.3, 58, 14525, 3790
2.1.1, 1.4.4, 67, 14525, 3890
2.1.1, 1.5, 68, 14525, 4379
2.1.1, 1.5.0, 68, 14525, 4379
2.1.1, 1.5.1, 115, 14525, 4447
2.1.1, 1.5.2, 115, 14525, 4479
2.1.1, 1.6, 115, 14525, 4867
2.1.1, 1.6.0, 115, 14525, 4867
2.1.1, 1.6.1, 115, 14525, 4914
2.1.1, 1.6.2, 115, 14525, 4950
2.1.1, 1.6.3, 159, 14525, 5204
2.1.1, 1.6.4, 159, 14525, 5204
2.1.1, 1.7, 216, 14525, 5398
2.1.1, 1.7.0, 216, 14525, 5398
2.1.1, 1.7.1, 222, 14525, 5373
2.1.1, 1.7.2, 233, 14525, 5473
2.1.1, 1.8.0, 372, 14525, 5314
2.1.1, 1.8.1, 372, 14525, 5319
2.1.1, 1.8.2, 372, 14525, 5323
2.1.1, 1.8.3, 372, 14525, 5335
2.1.1, 1.9.0, 558, 14525, 5269
2.1.1, 1.9.1, 570, 14525, 5290
2.1.1, 2.0.0, 666, 14525, 4804
2.1.1, 2.0.1, 679, 14525, 4825
2.1.1, 2.0.2, 679, 14525, 4819
2.1.1, 2.0.3, 679, 14525, 4829
2.1.1, 2.1.0, 767, 14525, 14476
2.1.1, 2.1.1, 767, 14525, 14525
2.1.1, 2.1.2, 767, 14525, 14536
2.1.1, 2.1.3, 767, 14525, 14536
2.1.1, 2.1.4, 767, 14525, 14536
2.1.1, 2.2.0, 639, 14525, 5749
2.1.1, 2.2.1, 639, 14525, 5747
2.1.1, 2.2.2, 639, 14525, 5749
2.1.1, 2.2.3, 639, 14525, 5749
2.1.1, 2.2.4, 639, 14525, 5742
2.1.1, 3.0.0, 571, 14525, 6013
2.1.1, 3.1.0, 571, 14525, 6034
2.1.1, 3.1.1, 589, 14525, 6095
2.1.1, 3.2.0, 587, 14525, 6117
2.1.1, 3.2.1, 587, 14525, 6117
2.1.1, 3.3.0, 532, 14525, 6235
2.1.1, 3.3.1, 532, 14525, 6235
2.1.1, 3.4.0, 511, 14525, 6352
2.1.1, 3.4.1, 511, 14525, 6357
2.1.2, 1.10.0, 605, 14536, 5322
2.1.2, 1.10.1, 605, 14536, 5318
2.1.2, 1.10.2, 605, 14536, 5325
2.1.2, 1.11.0, 635, 14536, 15110
2.1.2, 1.11.1, 664, 14536, 15088
2.1.2, 1.11.2, 664, 14536, 15107
2.1.2, 1.11.3, 658, 14536, 15107
2.1.2, 1.12.0, 586, 14536, 6336
2.1.2, 1.12.1, 586, 14536, 6335
2.1.2, 1.12.2, 586, 14536, 6328
2.1.2, 1.12.3, 586, 14536, 6323
2.1.2, 1.12.4, 586, 14536, 6323
2.1.2, 1.4, 0, 14536, 3296
2.1.2, 1.4.0, 0, 14536, 3296
2.1.2, 1.4.1, 27, 14536, 3349
2.1.2, 1.4.2, 27, 14536, 3455
2.1.2, 1.4.3, 109, 14536, 3790
2.1.2, 1.4.4, 117, 14536, 3890
2.1.2, 1.5, 117, 14536, 4379
2.1.2, 1.5.0, 117, 14536, 4379
2.1.2, 1.5.1, 161, 14536, 4447
2.1.2, 1.5.2, 161, 14536, 4479
2.1.2, 1.6, 161, 14536, 4867
2.1.2, 1.6.0, 161, 14536, 4867
2.1.2, 1.6.1, 161, 14536, 4914
2.1.2, 1.6.2, 161, 14536, 4950
2.1.2, 1.6.3, 213, 14536, 5204
2.1.2, 1.6.4, 213, 14536, 5204
2.1.2, 1.7, 268, 14536, 5398
2.1.2, 1.7.0, 268, 14536, 5398
2.1.2, 1.7.1, 275, 14536, 5373
2.1.2, 1.7.2, 286, 14536, 5473
2.1.2, 1.8.0, 418, 14536, 5314
2.1.2, 1.8.1, 418, 14536, 5319
2.1.2, 1.8.2, 418, 14536, 5323
2.1.2, 1.8.3, 418, 14536, 5335
2.1.2, 1.9.0, 596, 14536, 5269
2.1.2, 1.9.1, 607, 14536, 5290
2.1.2, 2.0.0, 676, 14536, 4804
2.1.2, 2.0.1, 689, 14536, 4825
2.1.2, 2.0.2, 689, 14536, 4819
2.1.2, 2.0.3, 689, 14536, 4829
2.1.2, 2.1.0, 750, 14536, 14476
2.1.2, 2.1.1, 752, 14536, 14525
2.1.2, 2.1.2, 752, 14536, 14536
2.1.2, 2.1.3, 752, 14536, 14536
2.1.2, 2.1.4, 752, 14536, 14536
2.1.2, 2.2.0, 638, 14536, 5749
2.1.2, 2.2.1, 638, 14536, 5747
2.1.2, 2.2.2, 638, 14536, 5749
2.1.2, 2.2.3, 638, 14536, 5749
2.1.2, 2.2.4, 638, 14536, 5742
2.1.2, 3.0.0, 590, 14536, 6013
2.1.2, 3.1.0, 590, 14536, 6034
2.1.2, 3.1.1, 582, 14536, 6095
2.1.2, 3.2.0, 579, 14536, 6117
2.1.2, 3.2.1, 579, 14536, 6117
2.1.2, 3.3.0, 568, 14536, 6235
2.1.2, 3.3.1, 568, 14536, 6235
2.1.2, 3.4.0, 553, 14536, 6352
2.1.2, 3.4.1, 553, 14536, 6357
2.1.3, 1.10.0, 605, 14536, 5322
2.1.3, 1.10.1, 605, 14536, 5318
2.1.3, 1.10.2, 605, 14536, 5325
2.1.3, 1.11.0, 635, 14536, 15110
2.1.3, 1.11.1, 664, 14536, 15088
2.1.3, 1.11.2, 664, 14536, 15107
2.1.3, 1.11.3, 658, 14536, 15107
2.1.3, 1.12.0, 586, 14536, 6336
2.1.3, 1.12.1, 586, 14536, 6335
2.1.3, 1.12.2, 586, 14536, 6328
2.1.3, 1.12.3, 586, 14536, 6323
2.1.3, 1.12.4, 586, 14536, 6323
2.1.3, 1.4, 0, 14536, 3296
2.1.3, 1.4.0, 0, 14536, 3296
2.1.3, 1.4.1, 27, 14536, 3349
2.1.3, 1.4.2, 27, 14536, 3455
2.1.3, 1.4.3, 109, 14536, 3790
2.1.3, 1.4.4, 117, 14536, 3890
2.1.3, 1.5, 117, 14536, 4379
2.1.3, 1.5.0, 117, 14536, 4379
2.1.3, 1.5.1, 161, 14536, 4447
2.1.3, 1.5.2, 161, 14536, 4479
2.1.3, 1.6, 161, 14536, 4867
2.1.3, 1.6.0, 161, 14536, 4867
2.1.3, 1.6.1, 161, 14536, 4914
2.1.3, 1.6.2, 161, 14536, 4950
2.1.3, 1.6.3, 213, 14536, 5204
2.1.3, 1.6.4, 213, 14536, 5204
2.1.3, 1.7, 268, 14536, 5398
2.1.3, 1.7.0, 268, 14536, 5398
2.1.3, 1.7.1, 275, 14536, 5373
2.1.3, 1.7.2, 286, 14536, 5473
2.1.3, 1.8.0, 418, 14536, 5314
2.1.3, 1.8.1, 418, 14536, 5319
2.1.3, 1.8.2, 418, 14536, 5323
2.1.3, 1.8.3, 418, 14536, 5335
2.1.3, 1.9.0, 596, 14536, 5269
2.1.3, 1.9.1, 607, 14536, 5290
2.1.3, 2.0.0, 676, 14536, 4804
2.1.3, 2.0.1, 689, 14536, 4825
2.1.3, 2.0.2, 689, 14536, 4819
2.1.3, 2.0.3, 689, 14536, 4829
2.1.3, 2.1.0, 750, 14536, 14476
2.1.3, 2.1.1, 752, 14536, 14525
2.1.3, 2.1.2, 752, 14536, 14536
2.1.3, 2.1.3, 752, 14536, 14536
2.1.3, 2.1.4, 752, 14536, 14536
2.1.3, 2.2.0, 638, 14536, 5749
2.1.3, 2.2.1, 638, 14536, 5747
2.1.3, 2.2.2, 638, 14536, 5749
2.1.3, 2.2.3, 638, 14536, 5749
2.1.3, 2.2.4, 638, 14536, 5742
2.1.3, 3.0.0, 590, 14536, 6013
2.1.3, 3.1.0, 590, 14536, 6034
2.1.3, 3.1.1, 582, 14536, 6095
2.1.3, 3.2.0, 579, 14536, 6117
2.1.3, 3.2.1, 579, 14536, 6117
2.1.3, 3.3.0, 568, 14536, 6235
2.1.3, 3.3.1, 568, 14536, 6235
2.1.3, 3.4.0, 553, 14536, 6352
2.1.3, 3.4.1, 553, 14536, 6357
2.1.4, 1.10.0, 605, 14536, 5322
2.1.4, 1.10.1, 605, 14536, 5318
2.1.4, 1.10.2, 605, 14536, 5325
2.1.4, 1.11.0, 629, 14536, 15110
2.1.4, 1.11.1, 658, 14536, 15088
2.1.4, 1.11.2, 658, 14536, 15107
2.1.4, 1.11.3, 664, 14536, 15107
2.1.4, 1.12.0, 586, 14536, 6336
2.1.4, 1.12.1, 586, 14536, 6335
2.1.4, 1.12.2, 586, 14536, 6328
2.1.4, 1.12.3, 586, 14536, 6323
2.1.4, 1.12.4, 586, 14536, 6323
2.1.4, 1.4, 0, 14536, 3296
2.1.4, 1.4.0, 0, 14536, 3296
2.1.4, 1.4.1, 27, 14536, 3349
2.1.4, 1.4.2, 27, 14536, 3455
2.1.4, 1.4.3, 109, 14536, 3790
2.1.4, 1.4.4, 117, 14536, 3890
2.1.4, 1.5, 117, 14536, 4379
2.1.4, 1.5.0, 117, 14536, 4379
2.1.4, 1.5.1, 161, 14536, 4447
2.1.4, 1.5.2, 161, 14536, 4479
2.1.4, 1.6, 161, 14536, 4867
2.1.4, 1.6.0, 161, 14536, 4867
2.1.4, 1.6.1, 161, 14536, 4914
2.1.4, 1.6.2, 161, 14536, 4950
2.1.4, 1.6.3, 213, 14536, 5204
2.1.4, 1.6.4, 213, 14536, 5204
2.1.4, 1.7, 268, 14536, 5398
2.1.4, 1.7.0, 268, 14536, 5398
2.1.4, 1.7.1, 275, 14536, 5373
2.1.4, 1.7.2, 286, 14536, 5473
2.1.4, 1.8.0, 418, 14536, 5314
2.1.4, 1.8.1, 418, 14536, 5319
2.1.4, 1.8.2, 418, 14536, 5323
2.1.4, 1.8.3, 418, 14536, 5335
2.1.4, 1.9.0, 596, 14536, 5269
2.1.4, 1.9.1, 607, 14536, 5290
2.1.4, 2.0.0, 676, 14536, 4804
2.1.4, 2.0.1, 689, 14536, 4825
2.1.4, 2.0.2, 689, 14536, 4819
2.1.4, 2.0.3, 689, 14536, 4829
2.1.4, 2.1.0, 750, 14536, 14476
2.1.4, 2.1.1, 752, 14536, 14525
2.1.4, 2.1.2, 752, 14536, 14536
2.1.4, 2.1.3, 752, 14536, 14536
2.1.4, 2.1.4, 752, 14536, 14536
2.1.4, 2.2.0, 638, 14536, 5749
2.1.4, 2.2.1, 638, 14536, 5747
2.1.4, 2.2.2, 638, 14536, 5749
2.1.4, 2.2.3, 638, 14536, 5749
2.1.4, 2.2.4, 638, 14536, 5742
2.1.4, 3.0.0, 590, 14536, 6013
2.1.4, 3.1.0, 590, 14536, 6034
2.1.4, 3.1.1, 582, 14536, 6095
2.1.4, 3.2.0, 579, 14536, 6117
2.1.4, 3.2.1, 579, 14536, 6117
2.1.4, 3.3.0, 568, 14536, 6235
2.1.4, 3.3.1, 568, 14536, 6235
2.1.4, 3.4.0, 553, 14536, 6352
2.1.4, 3.4.1, 553, 14536, 6357
2.2.0, 1.10.0, 509, 5749, 5322
2.2.0, 1.10.1, 509, 5749, 5318
2.2.0, 1.10.2, 509, 5749, 5325
2.2.0, 1.11.0, 599, 5749, 15110
2.2.0, 1.11.1, 599, 5749, 15088
2.2.0, 1.11.2, 599, 5749, 15107
2.2.0, 1.11.3, 599, 5749, 15107
2.2.0, 1.12.0, 622, 5749, 6336
2.2.0, 1.12.1, 622, 5749, 6335
2.2.0, 1.12.2, 622, 5749, 6328
2.2.0, 1.12.3, 622, 5749, 6323
2.2.0, 1.12.4, 622, 5749, 6323
2.2.0, 1.4.1, 0, 5749, 3349
2.2.0, 1.4.2, 0, 5749, 3455
2.2.0, 1.4.3, 49, 5749, 3790
2.2.0, 1.4.4, 61, 5749, 3890
2.2.0, 1.5, 76, 5749, 4379
2.2.0, 1.5.0, 76, 5749, 4379
2.2.0, 1.5.1, 76, 5749, 4447
2.2.0, 1.5.2, 76, 5749, 4479
2.2.0, 1.6, 76, 5749, 4867
2.2.0, 1.6.0, 76, 5749, 4867
2.2.0, 1.6.1, 76, 5749, 4914
2.2.0, 1.6.2, 76, 5749, 4950
2.2.0, 1.6.3, 125, 5749, 5204
2.2.0, 1.6.4, 125, 5749, 5204
2.2.0, 1.7, 180, 5749, 5398
2.2.0, 1.7.0, 180, 5749, 5398
2.2.0, 1.7.1, 180, 5749, 5373
